Palace Museum,,
Louvre,,
British Museum,,
Metropolitan Museum of Art,,
National Gallery,,
National Palace Museum,,
Vatican Museums,,
Tate Modern,,
National Gallery of Art,,
State Hermitage Museum,,
Reina Sofía,,
Victoria and Albert Museum,,
Somerset House,,
Musée d'Orsay,,
Musée National d'Art Moderne,,
Museum of Modern Art,,
National Museum of Korea,,
Museo del Prado,,
National Folk Museum of Korea,,
Wilanów Palace,,
National Gallery of Victoria,,
Rijksmuseum,,
Van Gogh Museum,,
The Royal Łazienki Museum,,
The National Art Center,,
Centro Cultural Banco do Brasil,,
Galleria degli Uffizi,,
National Portrait Gallery,,
Shanghai Museum,,
MuCEM,,
National Museum of Scotland,,
Moscow Kremlin,,
J. Paul Getty Museum[ii],,
FAMSF[iii],,
Art Institute of Chicago,,
Wawel Royal Castle National Art Collection,,
Saatchi Gallery,,
Astan Quds Razavi Central Museum,,
Centro Cultural Banco do Brasil,,
Galleria dell'Accademia,,
National Galleries of Scotland[iv],,
Acropolis Museum,,
Grand Palais,,
Tokyo National Museum,,
Dalí Theatre and Museum,,
Tretyakov Gallery,,
Musée du quai Branly,,
Doge's Palace,,
Canadian Museum of History,,
Gyeongju National Museum,,
Australian Centre for the Moving Image,,
Pergamon Museum,,
Kelvingrove Art Gallery and Museum,,
Museo Nazionale di Castel Sant'Angelo,,
Queensland Art Gallery/GoMA[v],,
Mori Art Museum,,
LACMA,,
SAAM/Renwick Gallery,,
Guggenheim Museum,,
Guggenheim Museum,,
Art Gallery of New South Wales,,
National Museum of Western Art,,
Museum of Fine Arts,,
Museo Soumaya,,
National Portrait Gallery,,
Tate Britain,,
Thyssen-Bornemisza Museum,,
National Art Museum of China,,
Royal Academy of Arts,,
Montreal Museum of Fine Arts,,
Palace of Venaria,,
Museo di Capodimonte,,
Israel Museum,,
Belvedere,,
Royal Ontario Museum,,
Serpentine Galleries,,
Neues Museum,,
Centro Cultural Banco do Brasil,,
Museu Picasso,,
Ashmolean Museum,,
Musée de l'Orangerie,,
MCA Australia,,
CaixaForum Barcelona,,
Art Gallery of Ontario,,
Museo Egizio,,
Museum of Fine Arts,,
Melbourne Museum,,
Merseyside Maritime Museum,,
Louvre-Lens,,
ARoS Aarhus Kunstmuseum,,
Royal Palace of Milan,,
Museum of Liverpool,,
CaixaForum Madrid,,
Kunsthistorisches Museum,,
National Gallery of Australia,,
Minneapolis Institute of Art,,
Palais de Tokyo,,
Louisiana Museum of Modern Art,,
Musée d'Art Moderne de la Ville de Paris,,
Ullens Center for Contemporary Art,,
Seattle Art Museum[vi],,
Palace of Caserta,,
World Museum Liverpool,,
Royal Castle in Warsaw,,
Royal Museums of Fine Arts of Belgium,,
Huntington Library,,
Art Gallery of South Australia,,
National Portrait Gallery,,
Stedelijk Museum Amsterdam,,
Hirshhorn Museum,,
MACBA,,
National Gallery of Ireland,,
Philadelphia Museum of Art,,
Museu Nacional d'Art de Catalunya,,
Tel Aviv Museum of Art,,
Detroit Institute of Arts,,
İstanbul Modern,,
